id	source	Description	rnaseq_gene_count_Pcub_MSU1_3dpi	rnaseq_gene_count_Pcub_MSU1_4dpi	rnaseq_gene_count_Pcub_MSU1_5dpi	rnaseq_gene_count_Pcub_MSU1_6dpi
Pcub-MSU1_008_000192.1	eggnog	transposition, RNA-mediated	0	0	0	0
Pcub-MSU1_008_000193.1	eggnog	transposition, RNA-mediated	0	0	0	0
Pcub-MSU1_008_000194.1	eggnog	EXS family	6	5	19	15
Pcub-MSU1_008_000688.1	eggnog	Mitogen-activated protein kinase kinase 1 interacting	21	28	89	128
Pcub-MSU1_008_000195.1	eggnog	Ribosomal_L40e	1573	3811	3758	4405
Pcub-MSU1_008_000687.1	eggnog	WD domain, G-beta repeat	2315	3781	5478	6482
Pcub-MSU1_008_000686.1	eggnog	Inositol monophosphatase family	114	214	431	556
Pcub-MSU1_008_000196.1	unannotated	Hypothetical protein of unknown function	7	3	19	20
Pcub-MSU1_008_000197.1	blastp	Homology to Peronospora destructor predicted protein CAI5746233.1	0	4	8	2
Pcub-MSU1_008_000685.1	eggnog	ATP synthase D chain, mitochondrial (ATP5H)	567	777	1266	1342
Pcub-MSU1_008_000198.1	eggnog	Hypoxia induced protein conserved region	26	27	80	69
Pcub-MSU1_008_000684.1	eggnog	Helical region found in SNAREs	18	37	49	68
Pcub-MSU1_008_000683.1	interproscan	PTHR37066 domain-containing protein	18.636	13.317	27.455	41.844
Pcub-MSU1_008_000682.1	eggnog	SAICAR synthetase	10	18.194	46.193	56.9
Pcub-MSU1_008_000199.1	interproscan	G3DSA:3.80.10.10 domain-containing protein	5	9	20	18
Pcub-MSU1_008_000681.1	blastp	Homology to Phytophthora aleatoria predicted protein KAG6954067.1	1	0	10	5
Pcub-MSU1_008_000200.1	eggnog	domain-containing protein	11	34	24	46
Pcub-MSU1_008_000201.1	eggnog	domain-containing protein	34	41	78	142
Pcub-MSU1_008_000680.1	blastp	Homology to Peronospora effusa predicted protein RMX63678.1	46	39	84	71
Pcub-MSU1_008_000202.1	eggnog	SAICAR synthetase	8	22.806	22.807	30.1
Pcub-MSU1_008_000203.1	interproscan	PTHR37066 domain-containing protein	13.364	40.683	32.545	41.156
Pcub-MSU1_008_000204.1	eggnog	Mitochondrial carrier protein	254	341	394	708
Pcub-MSU1_008_000679.1	eggnog	RNA polymerase II transcription mediator complex subunit 9	11	11	54	42
Pcub-MSU1_008_000678.1	eggnog	Ribosomal protein L19e	1330	2559	3374	3896
Pcub-MSU1_008_000677.1	unannotated	Hypothetical protein of unknown function	0	0	1	3
Pcub-MSU1_008_000676.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_008_000675.1	eggnog	RED-like protein N-terminal region	357	414	491	1506
Pcub-MSU1_008_000205.1	eggnog	Transcription factor BTF3-like protein	802	1683	1818	2104
Pcub-MSU1_008_000674.1	eggnog	Ribosomal protein L23	11	26	35	50
Pcub-MSU1_008_000206.1	eggnog	Med18 protein	36	61	83	133
Pcub-MSU1_008_000673.1	eggnog	Signal recognition particle receptor beta subunit	0	10	5	4
Pcub-MSU1_008_000207.1	interproscan	ARID (cd16100)	51	58	55	105
Pcub-MSU1_008_000672.1	eggnog	Mitochondrial large subunit ribosomal protein (Img2)	37	76	113	135
Pcub-MSU1_008_000671.1	eggnog	Orotidine 5'-phosphate decarboxylase / HUMPS family	54	129	143	177
Pcub-MSU1_008_000670.1	eggnog	Got1/Sft2-like family	5	18	21	21
Pcub-MSU1_008_000669.1	eggnog	GTP cyclohydrolase II	61	75	180	128
Pcub-MSU1_008_000208.1	blastp	Homology to Phytophthora rubi predicted protein KAE9332408.1	0	8	7	22
Pcub-MSU1_008_000668.1	eggnog	ATP phosphoribosyltransferase	76	92	160	184
Pcub-MSU1_008_000209.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481188.1	10	11	52	51
Pcub-MSU1_008_000667.1	blastp	Homology to Phytophthora rubi predicted protein KAE9270917.1	28	38	53	71
Pcub-MSU1_008_000210.1	eggnog	Tetratricopeptide repeat	139	172	316	405
Pcub-MSU1_008_000211.1	blastp	Homology to Phytophthora sojae predicted protein AEK81074.1	6	14	21	50
Pcub-MSU1_008_000666.1	eggnog	Protein tyrosine kinase	29	36	38	30
Pcub-MSU1_008_000212.1	eggnog	YL1 nuclear protein	18	11	50	39
Pcub-MSU1_008_000665.1	eggnog	Repeated motif present between transmembrane helices in cystinosin, yeast ERS1p, mannose-P-dolichol utilization defect 1, and other hypothetical proteins	112	119	209	283
Pcub-MSU1_008_000213.1	interproscan	G3DSA:3.80.10.10 domain-containing protein	43	133	224	358
Pcub-MSU1_008_000214.1	eggnog	Tyrosine phosphatase family	11	16	20	27
Pcub-MSU1_008_000664.1	eggnog	Ubiquitin-2 like Rad60 SUMO-like	147	231	323	424
Pcub-MSU1_008_000215.1	eggnog	U6 snRNA-associated Sm-like protein	35	30	80	97
Pcub-MSU1_008_000663.1	eggnog	Dpy-30 motif	70	127	194	258
Pcub-MSU1_008_000662.1	interproscan	At1g26750 (cd23701)	24	36	99	115
Pcub-MSU1_008_000661.1	blastp	Homology to Phytophthora aleatoria predicted protein KAG6966074.1	0	5	4	1
Pcub-MSU1_008_000660.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2784601.1	0	1	7	7
Pcub-MSU1_008_000659.1	blastp	Homology to Phytophthora cactorum predicted protein KAG3020619.1	0	1	7	16
Pcub-MSU1_008_000216.1	eggnog	domain-containing protein	43	54	117	169
Pcub-MSU1_008_000217.1	eggnog	Belongs to the complex I LYR family	3	4	24	14
Pcub-MSU1_008_000218.1	blastp	Homology to Phytophthora cactorum predicted protein KAG3020619.1	3	5	3	4
Pcub-MSU1_008_000219.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2784601.1	0	0	3	3
Pcub-MSU1_008_000220.1	blastp	Homology to Phytophthora cinnamomi predicted protein KAG6599763.1	26	31	68	78
Pcub-MSU1_008_000658.1	eggnog	The GINS complex plays an essential role in the initiation of DNA replication	11	34	33	35
Pcub-MSU1_008_000221.1	blastp	Homology to Phytophthora cactorum;Phytophthora idaei;Phytophthora aleatoria predicted protein KAG2784471.1	3	0	2	4
Pcub-MSU1_008_000657.1	unannotated	Hypothetical protein of unknown function	0	2	1	0
Pcub-MSU1_008_000222.1	eggnog	NDK	0	0	0	0
Pcub-MSU1_008_000223.1	blastp	Homology to Peronospora farinosa predicted protein CAI5725621.1	5	3	6	14
Pcub-MSU1_008_000656.1	eggnog	SART-1 family	47	72	113	141
Pcub-MSU1_008_000655.1	blastp	Homology to Phytophthora lilii predicted protein GMF24724.1	1	9	8	20
Pcub-MSU1_008_000654.1	blastp	Homology to Phytophthora kernoviae predicted protein RLN47000.1	0	0	7	6
Pcub-MSU1_008_000224.1	eggnog	Nnf1	32	43	70	83
Pcub-MSU1_008_000653.1	blastp	Homology to Phytophthora lilii predicted protein GMF24713.1	0	6	9	5
Pcub-MSU1_008_000652.1	eggnog	Arv1-like family	0	9	9	9
Pcub-MSU1_008_000225.1	eggnog	Eukaryotic protein of unknown function (DUF872)	34	26	45	75
Pcub-MSU1_008_000226.1	eggnog	Magnesium transporter NIPA	23	26	23	46
Pcub-MSU1_008_000227.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481583.1	0	43	0	22.337
Pcub-MSU1_008_000651.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481583.1	56	0	76	67.663
Pcub-MSU1_008_000650.1	blastp	Homology to Phytophthora palmivora predicted protein POM58148.1	40	69	60	60
Pcub-MSU1_008_000228.1	eggnog	Phosphoribosyl-AMP cyclohydrolase	27	50	76	118
Pcub-MSU1_008_000649.1	eggnog	Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like	31	45	113	124
Pcub-MSU1_008_000229.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP42814.1	39	30	124	120
Pcub-MSU1_008_000230.1	interproscan	PTHR15561 domain-containing protein	1	5	10	20
Pcub-MSU1_008_000648.1	eggnog	linker between RRM2 and RRM3 domains in RBM39 protein	50	29	124	196
Pcub-MSU1_008_000231.1	eggnog	Casein kinase substrate phosphoprotein PP28	91	113	279	359
Pcub-MSU1_008_000232.1	eggnog	Thioredoxin	26	87	85	170
Pcub-MSU1_008_000647.1	blastp	Homology to Peronospora effusa predicted protein RMX66346.1	7	2	8	3
Pcub-MSU1_008_000646.1	eggnog	Eukaryotic protein of unknown function (DUF1764)	5	2	15	12
Pcub-MSU1_008_000645.1	eggnog	domain-containing protein	16	17	35	30
Pcub-MSU1_008_000644.1	eggnog	Rab subfamily of small GTPases	100	152	233	363
Pcub-MSU1_008_000233.1	eggnog	RNA polymerase Rpb8	18	47	103	132
Pcub-MSU1_008_000234.1	blastp	Homology to Phytophthora idaei predicted protein KAG3096998.1	8	15	7	23
Pcub-MSU1_008_000235.1	eggnog	Ankyrin repeat	9	3	1	2
Pcub-MSU1_008_000643.1	eggnog	vesicle fusion with Golgi apparatus	0	0	1	5
Pcub-MSU1_008_000642.1	eggnog	Tim17/Tim22/Tim23/Pmp24 family	51	109	262	375
Pcub-MSU1_008_000236.1	eggnog	Proteasome subunit	569	673	870	1523
Pcub-MSU1_008_000641.1	eggnog	Ubiquitin-conjugating enzyme E2, catalytic domain homologues	67	149	142	199
Pcub-MSU1_008_000640.1	eggnog	muscle structure development	84	62	140	177
Pcub-MSU1_008_000237.1	eggnog	Thioredoxin	5	1	15	13
Pcub-MSU1_008_000238.1	eggnog	Thioredoxin	0	2	5	6
Pcub-MSU1_008_000239.1	eggnog	Thioredoxin	23	24	38	95
Pcub-MSU1_008_000240.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481603.1	30	107	233	284
Pcub-MSU1_008_000241.1	interproscan	PTHR28165 domain-containing protein	22	43	45.436	53
Pcub-MSU1_008_000242.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_008_000639.1	eggnog	Exosome complex exonuclease RRP4 N-terminal region	12	30	57	58
Pcub-MSU1_008_000638.1	interproscan	PTHR28165 domain-containing protein	49	100	86.564	93
Pcub-MSU1_008_000243.1	eggnog	Predicted transmembrane protein 161AB	27	68	133	136
Pcub-MSU1_008_000637.1	eggnog	AIR carboxylase	77	117	297	437
Pcub-MSU1_008_000636.1	eggnog	Alg9-like mannosyltransferase family	75	108	131	179
Pcub-MSU1_008_000244.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7390223.1	13	4	40	71
Pcub-MSU1_008_000635.1	eggnog	Ribosomal silencing factor during starvation	34	34	101	125
Pcub-MSU1_008_000634.1	eggnog	carbohydrate binding	1423	2935	3013	3938
Pcub-MSU1_008_000633.1	unannotated	Hypothetical protein of unknown function	33	56	100	138
Pcub-MSU1_008_000245.1	eggnog	UcrQ family	55	49	137	116
Pcub-MSU1_008_000246.1	eggnog	Las17-binding protein actin regulator	11	23	51	52
Pcub-MSU1_008_000247.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2784678.1	2	4	3	1
Pcub-MSU1_008_000248.1	blastp	Homology to Phytophthora nicotianae predicted protein KUF87890.1	13	26	68	59
Pcub-MSU1_008_000632.1	eggnog	Aminotransferase class I and II	205	269	380	550
Pcub-MSU1_008_000249.1	eggnog	DHHC palmitoyltransferase	87	79	137	180
Pcub-MSU1_008_000631.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7470945.1	3	7	15	3
Pcub-MSU1_008_000630.1	eggnog	BRCA2, oligonucleotide/oligosaccharide-binding, domain 1	7	3	17	34
Pcub-MSU1_008_000250.1	eggnog	NADH-ubiquinone oxidoreductase MWFE subunit	126	158	324	348
Pcub-MSU1_008_000629.1	eggnog	Zinc knuckle	85	121	202	302
Pcub-MSU1_008_000251.1	eggnog	Phosphoenolpyruvate carboxykinase	621	583	665	1651
Pcub-MSU1_008_000628.1	eggnog	Zinc finger, C2H2 type	5	12	28	26
Pcub-MSU1_008_000252.1	eggnog	ARF-like small GTPases; ARF, ADP-ribosylation factor	5	7	14	17
Pcub-MSU1_008_000627.1	eggnog	Source PGD	4	21	15	22
Pcub-MSU1_008_000626.1	blastp	Homology to Peronospora effusa predicted protein RQM09530.1	36	33	87	87
Pcub-MSU1_008_000625.1	interproscan	PTHR47026 domain-containing protein	0	5	5	8
Pcub-MSU1_008_000624.1	eggnog	Domain of unknown function (DUF4833)	124	246	261	411
Pcub-MSU1_008_000253.1	eggnog	CDC45-like protein	17	6	28	52
Pcub-MSU1_008_000623.1	eggnog	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	0	0	0	0
Pcub-MSU1_008_000622.1	eggnog	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	3	18	15	19
Pcub-MSU1_008_000621.1	eggnog	Protein tyrosine kinase	16	3	14	24
Pcub-MSU1_008_000254.1	eggnog	WD domain, G-beta repeat	3	6	21	24
Pcub-MSU1_008_000255.1	eggnog	WD domain, G-beta repeat	19	46.275	28.405	70.243
Pcub-MSU1_008_000620.1	eggnog	Domain of unknown function (DUF4750)	3	2	17	10
Pcub-MSU1_008_000256.1	eggnog	Rab5-interacting protein (Rab5ip)	33	58	59	103
Pcub-MSU1_008_000619.1	eggnog	Prefoldin subunit	0	0	0	0
Pcub-MSU1_008_000618.1	eggnog	WD domain, G-beta repeat	2	8.725	9.595	11.757
Pcub-MSU1_008_000617.1	eggnog	WD domain, G-beta repeat	0	1	0	2
Pcub-MSU1_008_000616.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_008_000257.1	eggnog	domain-containing protein	16	33	163	222
Pcub-MSU1_008_000258.1	eggnog	domain-containing protein	5	20	35	58
Pcub-MSU1_008_000615.1	blastp	Homology to Phytophthora idaei predicted protein KAG3113553.1	1	2	15	13
Pcub-MSU1_008_000614.1	interproscan	PTHR44927 domain-containing protein	71	64	127	247
Pcub-MSU1_008_000259.1	interproscan	PTHR13510 domain-containing protein	91	73	103	221
Pcub-MSU1_008_000613.1	eggnog	Protein tyrosine kinase	4	0	5	8
Pcub-MSU1_008_000260.1	eggnog	Ribosomal protein S27a	3369	7145	9817	11565
Pcub-MSU1_008_000612.1	blastp	Homology to Phytophthora lilii predicted protein GMF20937.1	0	1	5	4
Pcub-MSU1_008_000611.1	eggnog	Fatty acid desaturase	126	653	1124	555
Pcub-MSU1_008_000610.1	eggnog	Glycosyl hydrolase family 7	10	60	285	263
Pcub-MSU1_008_000609.1	eggnog	Clathrin is the major protein of the polyhedral coat of coated pits and vesicles	441	608	1030	1591
Pcub-MSU1_008_000261.1	eggnog	Ribosomal L29e protein family	2363	3604	6196	7627
Pcub-MSU1_008_000608.1	eggnog	THUMP	29	54	126	204
Pcub-MSU1_008_000262.1	eggnog	WD40 repeats	2	10	26	33
Pcub-MSU1_008_000263.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_008_000607.1	eggnog	domain-containing protein	300	1087	1525	1434
Pcub-MSU1_008_000264.1	eggnog	zinc-finger of acetyl-transferase ESCO	0	13	13	30
Pcub-MSU1_008_000606.1	eggnog	Belongs to the glycosyl hydrolase 5 (cellulase A) family	2123	1870	2522	4471
Pcub-MSU1_008_000605.1	blastp	Homology to Peronospora destructor predicted protein CAI5714038.1	0	3.21	12.982	39.328
Pcub-MSU1_008_000265.1	blastp	Homology to Peronospora destructor predicted protein CAI5714038.1	4	8.79	14.018	13.672
Pcub-MSU1_008_000266.1	eggnog	4'-phosphopantetheinyl transferase superfamily	4	11	9	8
Pcub-MSU1_008_000604.1	eggnog	ATP synthase (E/31 kDa) subunit	409	512	925	1355
Pcub-MSU1_008_000267.1	eggnog	Flavinator of succinate dehydrogenase	24	37	72	83
Pcub-MSU1_008_000603.1	blastp	Homology to Peronospora farinosa predicted protein CAH0490169.1	0	0	0	0
Pcub-MSU1_008_000268.1	eggnog	domain-containing protein	3.769	14.466	18.494	25.821
Pcub-MSU1_008_000602.1	eggnog	phytol kinase activity	8	2.611	17.515	5.871
Pcub-MSU1_008_000601.1	eggnog	Extension to Ser/Thr-type protein kinases	0	0	0	0
Pcub-MSU1_008_000600.1	eggnog	Extension to Ser/Thr-type protein kinases	0	0	0	0
Pcub-MSU1_008_000269.1	eggnog	Extension to Ser/Thr-type protein kinases	3.62	1.464	0	0
Pcub-MSU1_008_000270.1	eggnog	phytol kinase activity	0	1.694	9.589	6.08
Pcub-MSU1_008_000599.1	eggnog	domain-containing protein	4.231	6.534	8.506	22.179
Pcub-MSU1_008_000271.1	eggnog	Protein tyrosine kinase	0	0	0	0
Pcub-MSU1_008_000272.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_008_000273.1	eggnog	Protein tyrosine kinase	2.28	2.601	2.522	2.291
Pcub-MSU1_008_000598.1	eggnog	Extension to Ser/Thr-type protein kinases	7.38	14.536	58	73.004
Pcub-MSU1_008_000274.1	eggnog	phytol kinase activity	6	14.695	20.896	34.05
Pcub-MSU1_008_000275.1	eggnog	Extension to Ser/Thr-type protein kinases	0	0	0	10.996
Pcub-MSU1_008_000597.1	eggnog	Protein tyrosine kinase	12.72	7.399	10.478	26.709
Pcub-MSU1_008_000596.1	unannotated	Hypothetical protein of unknown function	3	6	3	1
Pcub-MSU1_008_000595.1	eggnog	Protein tyrosine kinase	13	11	17	12
Pcub-MSU1_008_000594.1	eggnog	Protein tyrosine kinase	1	10	9	7
Pcub-MSU1_008_000593.1	eggnog	Protein tyrosine kinase	86	143	243	311
Pcub-MSU1_008_000276.1	eggnog	Mitochondrial carrier protein	150	195	256	467
Pcub-MSU1_008_000277.1	eggnog	ATP synthase	551	953	1006	1228
Pcub-MSU1_008_000592.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7470881.1	0	1	17	11
Pcub-MSU1_008_000591.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481684.1	4	4.322	4.221	5.544
Pcub-MSU1_008_000278.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481684.1	5	20.678	13.779	23.456
Pcub-MSU1_008_000279.1	unannotated	Hypothetical protein of unknown function	0	0	3	5
Pcub-MSU1_008_000280.1	eggnog	Low-density lipoprotein receptor domain class A	339	302	709	1130
Pcub-MSU1_008_000590.1	eggnog	Protein tyrosine kinase	44	80	101	141
Pcub-MSU1_008_000281.1	eggnog	Ribosomal protein L17	20	37	90	115
Pcub-MSU1_008_000282.1	eggnog	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly	17	13	30	24
Pcub-MSU1_008_000283.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7470887.1	14	6	17	50
Pcub-MSU1_008_000589.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7470884.1	20	33	54	68
Pcub-MSU1_008_000284.1	eggnog	Tetratricopeptide repeat	262	459	695	818
Pcub-MSU1_008_000588.1	blastp	Homology to Phytophthora fragariae predicted protein KAE8901986.1	2	10	20	32
Pcub-MSU1_008_000285.1	blastp	Homology to Phytophthora aleatoria predicted protein KAG6967726.1	67	84	149	187
Pcub-MSU1_008_000587.1	blastp	Homology to Phytophthora nicotianae predicted protein ETI44674.1	13	15	3	16
Pcub-MSU1_008_000586.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7387004.1	0	19	29	33
Pcub-MSU1_008_000286.1	blastp	Homology to Phytophthora idaei predicted protein KAG3092979.1	94.211	234.826	303.859	468.034
Pcub-MSU1_008_000287.1	blastp	Homology to Phytophthora idaei predicted protein KAG3092979.1	40.789	113.174	197.141	217.966
Pcub-MSU1_008_000288.1	eggnog	domain-containing protein	93	134	194	219
Pcub-MSU1_008_000289.1	interproscan	PTHR34403 domain-containing protein	47	69	95	150
Pcub-MSU1_008_000290.1	eggnog	Sds3-like	36	60	63	81
Pcub-MSU1_008_000585.1	interproscan	PTHR35763 domain-containing protein	6	14	12	14
Pcub-MSU1_008_000291.1	eggnog	3,4-dihydroxy-2-butanone 4-phosphate synthase	8	23	61	79
Pcub-MSU1_008_000584.1	eggnog	Erv1 / Alr family	103	175	353	445
Pcub-MSU1_008_000292.1	eggnog	Bicoid-interacting protein 3 (Bin3)	35	39	43	86
Pcub-MSU1_008_000583.1	eggnog	domain-containing protein	2	5	34	20
Pcub-MSU1_008_000582.1	eggnog	Ribosomal protein S9/S16	1501	2642	3052	3784
Pcub-MSU1_008_000293.1	eggnog	Required for proper 27S pre-rRNA processing and 60S ribosome subunit assembly	9	11	52	50
Pcub-MSU1_008_000581.1	eggnog	Mitochondrial carrier protein	21	48	96	86
Pcub-MSU1_008_000294.1	eggnog	DNA topoisomerase II activity	4	1	3	3
Pcub-MSU1_008_000295.1	eggnog	DNA topoisomerase II activity	43	96	136	155
Pcub-MSU1_008_000580.1	eggnog	Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2)	0	5	6	2
Pcub-MSU1_008_000579.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0481698.1	5	4	15	24
Pcub-MSU1_008_000296.1	eggnog	Galectin	28	43	67	97
Pcub-MSU1_008_000578.1	interproscan	SSF54403 domain-containing protein	21	20	45	48
Pcub-MSU1_008_000297.1	unannotated	Hypothetical protein of unknown function	0	2	0	6
Pcub-MSU1_008_000577.1	interproscan	SSF54403 domain-containing protein	0	7	0	3
Pcub-MSU1_008_000576.1	eggnog	JmjC domain, hydroxylase	18	22	76	89
Pcub-MSU1_008_000298.1	eggnog	Uncharacterised protein family (UPF0172)	65	89	166	186
Pcub-MSU1_008_000575.1	eggnog	sequence	73	87	207	282
Pcub-MSU1_008_000299.1	eggnog	lipoate-protein ligase activity	8	10	25	34
Pcub-MSU1_008_000574.1	eggnog	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397	34	78	71	123
Pcub-MSU1_008_000573.1	eggnog	RxLR effector	7	17	38	83
Pcub-MSU1_008_000300.1	interproscan	PTHR23244 domain-containing protein	0	2	3	8
Pcub-MSU1_008_000301.1	eggnog	Inhibitor of growth proteins N-terminal histone-binding	29	27	78	82
Pcub-MSU1_008_000572.1	eggnog	Pyridine nucleotide-disulphide oxidoreductase	32	25	56	87
Pcub-MSU1_008_000302.1	eggnog	Ribosomal protein S7e	1655	3172	3612	4567
Pcub-MSU1_008_000303.1	eggnog	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives	38	81	149	202
Pcub-MSU1_008_000571.1	eggnog	3' exoribonuclease family, domain 2	18	26	72	70
Pcub-MSU1_008_000304.1	eggnog	Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane	83	69	182	292
Pcub-MSU1_008_000570.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7470824.1	35	39	55	71
Pcub-MSU1_008_000305.1	eggnog	Phosphate acyltransferases	30	63	75	106
Pcub-MSU1_008_000569.1	eggnog	Uncharacterised ACR, YagE family COG1723	12	5	33	67
Pcub-MSU1_008_000306.1	eggnog	domain-containing protein	186	205	301	443
Pcub-MSU1_008_000568.1	eggnog	Mitochondrial ribosomal protein L27	24	68	137	123
Pcub-MSU1_008_000567.1	unannotated	Hypothetical protein of unknown function	2	0	1	7
Pcub-MSU1_008_000566.1	interproscan	G3DSA:1.20.1270.60 domain-containing protein	26	27	34	58
Pcub-MSU1_008_000565.1	eggnog	Berberine and berberine like	0	3	0	5
Pcub-MSU1_008_000564.1	interproscan	G3DSA:3.30.1520.10 domain-containing protein	0	0	0	0
Pcub-MSU1_008_000563.1	eggnog	Berberine and berberine like	0	0	0	2
Pcub-MSU1_008_000562.1	eggnog	GRF zinc finger	16	7	28	45
Pcub-MSU1_008_000307.1	eggnog	domain-containing protein	6	4	37	25
Pcub-MSU1_008_000308.1	eggnog	Adenylate kinase, active site lid	212	386	589	751
Pcub-MSU1_008_000309.1	eggnog	Protein tyrosine phosphatase-like protein, PTPLA	51	78	87	85
Pcub-MSU1_008_000561.1	blastp	Homology to Phytophthora nicotianae predicted protein KUF96884.1	10	6	41	65
Pcub-MSU1_008_000560.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_008_000559.1	eggnog	Glycolipid transfer protein (GLTP)	103	169	239	334
